届 #00005c4a
\ue4f5 #0000e4f5
⑯ #0000246f
𧷈 #00027dc8
𮮋 #0002eb8b
𩪳 #00029ab3
ر #00000631
眠 #00007720
伴 #00004f34
퍢 #0000d362
龴 #00009fb4
垢 #000057a2
𪗴 #0002a5f4
𦷫 #00026deb
𮐠 #0002e420
䙭 #0000466d
\U000136fe #000136fe
𑖖 #00011596
\U00037629 #00037629
\ue23c #0000e23c
杀 #00006740
\u197f #0000197f
컗 #0000ced7
㎫ #000033ab
㐪 #0000342a
𐨑 #00010a11
\U0001b3d0 #0001b3d0
\U0003f01f #0003f01f
\U0001613b #0001613b
\U0003a874 #0003a874
𘍚 #0001835a
ẩ #00001ea9
𥩝 #00025a5d
𐅊 #0001014a
\U00034884 #00034884
睪 #0000776a
ꢔ #0000a894
\U00037568 #00037568
𒆇 #00012187
\U00018da4 #00018da4
𬭓 #0002cb53
\U00013458 #00013458
循 #00005faa
\U00034594 #00034594
\U0002b737 #0002b737
\U00037e8d #00037e8d
\U00015359 #00015359
𠸒 #00020e12
\U0003497d #0003497d
♣ #00002663
𥷲 #00025df2
\U000199c0 #000199c0
\U0001c76c #0001c76c
𥇮 #000251ee
Ễ #00001ec4
𬺐 #0002ce90
\U0001e092 #0001e092
𝞘 #0001d798
䠴 #00004834
\U000190af #000190af
\U000379a2 #000379a2
𝦲 #0001d9b2
\U0002f5b7 #0002f5b7
𣒂 #00023482
𦂎 #0002608e
\U0003709f #0003709f
𝗗 #0001d5d7
\U0001a39f #0001a39f
𠨶 #00020a36
\U0001ac17 #0001ac17
殊 #00006b8a
𬍹 #0002c379
ꔳ #0000a533
\U0003ae0d #0003ae0d
⳦ #00002ce6
\U0001aea5 #0001aea5
\U00016365 #00016365
𐳙 #00010cd9
\U00010bdd #00010bdd
\U0001b7b7 #0001b7b7
𞠉 #0001e809
𧿂 #00027fc2
ꈚ #0000a21a
𨲿 #00028cbf
팂 #0000d302
𡲫 #00021cab
\U0003399b #0003399b
𬧠 #0002c9e0
𭖏 #0002d58f
𰛟 #000306df
\U00019abc #00019abc
𭯈 #0002dbc8
𫼢 #0002bf22
𢬳 #00022b33
ꞯ #0000a7af
𦾇 #00026f87
𡣐 #000218d0
环 #000073af
𫂙 #0002b099
𐿰 #00010ff0
▙ #00002599
\U0001abcd #0001abcd
\U00032f55 #00032f55
\U0001a6e8 #0001a6e8
\U0001db59 #0001db59
𡾕 #00021f95
\U00036164 #00036164
𭪨 #0002daa8
⽂ #00002f42
\U0001c65f #0001c65f
𰴸 #00030d38
𗅅 #00017145
𢀄 #00022004
㻷 #00003ef7
吆 #0002f83b
⍁ #00002341
\ue198 #0000e198
窀 #00007a80
曨 #000066e8
𑄛 #0001111b
傌 #0000508c
\U0001673e #0001673e
쩓 #0000ca53
\U0003bd07 #0003bd07
带 #00005e26
ꊂ #0000a282
\U0003703e #0003703e
\U00038576 #00038576
🉡 #0001f261
\U0003d6fd #0003d6fd
\U0002f299 #0002f299
\U00011991 #00011991
𦸜 #00026e1c
㦔 #00003994
𝑬 #0001d46c
\U0003dc24 #0003dc24
𝦥 #0001d9a5
\U00014dbb #00014dbb
꽯 #0000af6f
\U0001b388 #0001b388
\U0003960c #0003960c
\U0001431e #0001431e
𡘮 #0002162e
庘 #00005e98
\U000148b6 #000148b6
𭾕 #0002df95
\U00035427 #00035427
\U0001409c #0001409c
\U00038a72 #00038a72
腊 #0000814a
\U0001c1f8 #0001c1f8
\U000395eb #000395eb
\U000163ee #000163ee
寴 #00005bf4
曖 #000066d6
\U00010d2e #00010d2e
\U0003b3dd #0003b3dd
\U0001ed4b #0001ed4b
裘 #000088d8
号 #000053f7
\uf2f9 #0000f2f9
\U00011ead #00011ead
🜟 #0001f71f
졗 #0000c857
ﷳ #0000fdf3
\U00034f52 #00034f52
䊠 #0002f967
𧁯 #0002706f
\U0003ce6e #0003ce6e
\U0003cae7 #0003cae7
\U0001bd99 #0001bd99
索 #00007d22
\U000107f0 #000107f0
ྡ #00000fa1
ᱪ #00001c6a
𬇹 #0002c1f9
\U0003af0e #0003af0e
片 #00007247
꽝 #0000af5d
\U000196fd #000196fd
\U000137bd #000137bd
𡘎 #0002160e
\U0003159f #0003159f
\U00011365 #00011365
ñ #000000f1
䉐 #00004250
𪹺 #0002ae7a
祗 #00007957
𧮱 #00027bb1
\U000394d2 #000394d2
\U000198ff #000198ff
\U0003d853 #0003d853
\U00031df9 #00031df9
𨇑 #000281d1
访 #00008bbf
仓 #00004ed3
𭿗 #0002dfd7
𤈈 #00024208
\ueab9 #0000eab9
𢦱 #000229b1
\U00037302 #00037302
备 #00005907
\U0001c354 #0001c354
\U0001428d #0001428d
\U00013562 #00013562
𡍶 #00021376
ᩌ #00001a4c
乎 #00004e4e
㓪 #000034ea
\U0001c814 #0001c814
\U0001c876 #0001c876
\U0003ce25 #0003ce25
\U00031535 #00031535
ۄ #000006c4
\U00031daf #00031daf
\U00039b58 #00039b58
\U0001ed66 #0001ed66
\U00011b2c #00011b2c
\U0001d3ce #0001d3ce
㩆 #00003a46
买 #00004e70
钑 #00009491
\U0001ce2b #0001ce2b
𤔔 #00024514
\U0002eec8 #0002eec8
\U0001e087 #0001e087
𦫥 #00026ae5
𥈾 #0002523e
𭇮 #0002d1ee
\U000328a2 #000328a2
𐠜 #0001081c
\U00037dee #00037dee
溦 #00006ea6
\U00033d8c #00033d8c
执 #00006267
哈 #000054c8
\U0003535b #0003535b
劫 #000052ab
𬳪 #0002ccea
𗐩 #00017429
\U00033a9f #00033a9f
睶 #00007776
\U00011b9c #00011b9c
\U00036f76 #00036f76
𝑊 #0001d44a
\U0003ba19 #0003ba19
𪃟 #0002a0df
\uf4cf #0000f4cf
掴 #000063b4
𩸭 #00029e2d
痻 #000075fb
\U0003975f #0003975f
𗁞 #0001705e
⍍ #0000234d
𬭑 #0002cb51
瓦 #000074e6
믟 #0000bbdf
𠝰 #00020770
\U0001ed5b #0001ed5b
稳 #00007a33
⒰ #000024b0
𐜡 #00010721
𡭸 #00021b78
𬅥 #0002c165
霖 #00009716
🍇 #0001f347
\U0003cd53 #0003cd53
𫠷 #0002b837
\U00015b4a #00015b4a
\U0001579c #0001579c
㴘 #00003d18
𭧾 #0002d9fe
\U0003e764 #0003e764
𫉼 #0002b27c
\U000329e3 #000329e3
낰 #0000b0b0
\U00038575 #00038575
𦩖 #00026a56
\U00038336 #00038336
𪳼 #0002acfc
\U00034bbc #00034bbc
幼 #00005e7c
泋 #00006ccb
\U000359f6 #000359f6
௰ #00000bf0
𥥲 #00025972
𡡽 #0002187d
\U0003fc4f #0003fc4f
𝕀 #0001d540
\U0003f434 #0003f434
志 #00005fd7
\U0003677f #0003677f
\U0003c4b6 #0003c4b6
\U00013787 #00013787
\U00032cee #00032cee
\U0001fe12 #0001fe12
𬝞 #0002c75e
k #0000006b
\U00013cb2 #00013cb2
𘝞 #0001875e
\U00032dde #00032dde
𭢹 #0002d8b9
𮭛 #0002eb5b
𰢩 #000308a9
𭃾 #0002d0fe
𦇬 #000261ec
༬ #00000f2c
\U00014785 #00014785
\U0001a745 #0001a745
\U00039566 #00039566
𢰖 #00022c16
\U0003e5f1 #0003e5f1
\U0001c6e7 #0001c6e7
𭙈 #0002d648
⬃ #00002b03
𤠱 #00024831
\U0002fca8 #0002fca8
\U0003bfa0 #0003bfa0
㹾 #00003e7e
⻯ #00002eef
𡄡 #00021121
\U0003a65c #0003a65c
𤃾 #000240fe
\U0003cc55 #0003cc55
形 #0002f899
𰰟 #00030c1f
𧇓 #000271d3
\U000331ac #000331ac
썲 #0000c372
\U00031c02 #00031c02
ᙰ #00001670
\U0001a394 #0001a394
专 #00004e13
\U0003c5c9 #0003c5c9
𰐀 #00030400
𨯗 #00028bd7
\U0001c971 #0001c971
𥉘 #00025258
⬕ #00002b15
\U0003e23c #0003e23c
Ꞑ #0000a790
\U00031fb1 #00031fb1
𧌱 #00027331
👇 #0001f447
\U00012549 #00012549
\U00012abb #00012abb
\U0002eca0 #0002eca0
\U0001eff5 #0001eff5
\U0001ccb7 #0001ccb7
\U00019713 #00019713
\U00031894 #00031894
\U0001c09e #0001c09e
볆 #0000bcc6
\U000322d1 #000322d1
鍧 #00009367
\U0001c418 #0001c418
\U00038e72 #00038e72
𘔈 #00018508
嚖 #00005696
\U00038b95 #00038b95
\U0003ba09 #0003ba09
㘆 #00003606
\U00018e8a #00018e8a
\U0003264a #0003264a
\U0003e774 #0003e774
\U0001fc50 #0001fc50
𥥳 #00025973
콣 #0000cf63
\U0001ffc9 #0001ffc9
\U0001fcdc #0001fcdc
𗗘 #000175d8
𗤛 #0001791b
ặ #00001eb7
𮭹 #0002eb79
𨚂 #00028682
夜 #0000591c
\U0003e34c #0003e34c
堪 #0000582a
굒 #0000ad52
\U000129c2 #000129c2
𗮰 #00017bb0
𒌫 #0001232b
\U0003c9cc #0003c9cc
𢈊 #0002220a
\ue481 #0000e481
牅 #00007245
𠋄 #000202c4
𓅧 #00013167
ᘂ #00001602
ꆋ #0000a18b
\U0002f7b7 #0002f7b7
𑆁 #00011181
𖨚 #00016a1a
𠦲 #000209b2
\U0003d8fb #0003d8fb
\U0003ea12 #0003ea12
𱌖 #00031316
ꄌ #0000a10c
\U0001f2e2 #0001f2e2
𫅑 #0002b151
𣄟 #0002311f
𨜅 #00028705
\U00038797 #00038797
\U0001e587 #0001e587
𪶳 #0002adb3
𰰯 #00030c2f
\U00039b35 #00039b35
𘝹 #00018779
𥂡 #000250a1
\U00033647 #00033647
𭏈 #0002d3c8
𨶤 #00028da4
𬕉 #0002c549
\U000123a8 #000123a8
𭜃 #0002d703
𫖁 #0002b581
嵞 #00005d5e
\U0003b8b9 #0003b8b9
𭿽 #0002dffd
质 #00008d28
\U0003e865 #0003e865
\U0001ed7c #0001ed7c
𢨖 #00022a16
𭢡 #0002d8a1
굝 #0000ad5d
缩 #00007f29
㛴 #000036f4
𦼳 #00026f33
用 #00007528
\U0003db43 #0003db43
國 #0000570b
𪔂 #0002a502
𧧍 #000279cd
\U00019184 #00019184
䐹 #00004439
𠧥 #000209e5
켁 #0000cf01
𫁳 #0002b073
纋 #00007e8b
𘬨 #00018b28
\U00035629 #00035629
𭜞 #0002d71e
둯 #0000b46f
\U0003a534 #0003a534
𩿣 #00029fe3
𤼀 #00024f00
𑥗 #00011957
\U0001ac37 #0001ac37
ꂾ #0000a0be
\U00035274 #00035274
句 #000053e5
\U0001d3bf #0001d3bf
\U0001422a #0001422a
𦱼 #00026c7c
𰛄 #000306c4
\U0003cb86 #0003cb86
𰃐 #000300d0
眧 #00007727
\U00016651 #00016651
\U0003f794 #0003f794
𰶖 #00030d96
ꔚ #0000a51a
\U0003e25e #0003e25e
Ố #00001ed0
项 #00009879
𣕝 #0002355d
詹 #00008a79
\U0003b95d #0003b95d
좁 #0000c881
\ue86a #0000e86a
\U00014e6e #00014e6e
\U0003e368 #0003e368
× #000000d7
𩎁 #00029381
隮 #000096ae
𣔰 #00023530
𘖿 #000185bf
𦬃 #00026b03
𐳍 #00010ccd
\U0001c44f #0001c44f
\U00039077 #00039077
𱊣 #000312a3
맾 #0000b9fe
𡙊 #0002164a
\uf3de #0000f3de
\U0001a3be #0001a3be
\U00038b48 #00038b48
뇡 #0000b1e1
⎽ #000023bd
𢒦 #000224a6
菷 #000083f7
\U0003512a #0003512a
\U0001cd0d #0001cd0d
𢬧 #00022b27
\U0003eb43 #0003eb43
𫽞 #0002bf5e
\U0001df45 #0001df45
\U0001384e #0001384e
𓏢 #000133e2
獌 #0000734c
亍 #00004e8d
\U0003d619 #0003d619
嗦 #000055e6
𨼥 #00028f25
竓 #00007ad3
\U0001fdee #0001fdee
𖼲 #00016f32
\U0003fa97 #0003fa97
\U000320e9 #000320e9
\U0003bbf2 #0003bbf2
\U00016145 #00016145
᭦ #00001b66
⪍ #00002a8d
\U000192a4 #000192a4
𭬁 #0002db01
圇 #00005707
益 #000076ca
掣 #000063a3
𠖹 #000205b9
𮡜 #0002e85c
\U0003a9df #0003a9df
𡇪 #000211ea
⺑ #00002e91
𐅻 #0001017b
𨡎 #0002884e
𤷈 #00024dc8
𝕥 #0001d565
𢸰 #00022e30
䘾 #0000463e
𠹭 #00020e6d
𦶱 #00026db1
𨖀 #00028580
堆 #00005806
𐑗 #00010457
𪢷 #0002a8b7
\U000393fb #000393fb
桁 #00006841
\U0002f7d6 #0002f7d6
中 #00004e2d
ꖩ #0000a5a9
𦰄 #00026c04
𫢗 #0002b897
\U0001ac15 #0001ac15
\U0001c0d8 #0001c0d8
𣨰 #00023a30
\U0001c6d3 #0001c6d3
𣒆 #00023486
\U000397b5 #000397b5
ꈪ #0000a22a
𮭞 #0002eb5e
軛 #00008edb
꩓ #0000aa53
𭑃 #0002d443
𝒁 #0001d481
\uf323 #0000f323
➾ #000027be
\U0001c1ec #0001c1ec
\U0001c0a7 #0001c0a7
\U00035008 #00035008
\U0003d566 #0003d566
웲 #0000c6f2
\U0003c118 #0003c118
\ue9c0 #0000e9c0
𢤵 #00022935
w #00000077
\U00039b86 #00039b86
\U0001255b #0001255b
\U0001c54e #0001c54e
⫓ #00002ad3
暗 #00006697
噢 #00005662
缺 #00007f3a
谓 #00008c13
𡕄 #00021544
\U0001af26 #0001af26
𡀤 #00021024
繢 #00007e62
\U000123c4 #000123c4
\U00037a8e #00037a8e
𩅢 #00029162
\U0001289a #0001289a
\U000319f9 #000319f9
찲 #0000cc32
\ud7fd #0000d7fd
\U0003287f #0003287f
押 #000062bc
霥 #00009725
\U0003419d #0003419d
\U0001968e #0001968e
꯸ #0000abf8
𤈻 #0002423b
🮝 #0001fb9d
\U000383b4 #000383b4
숎 #0000c20e
𥓄 #000254c4
\U000343e3 #000343e3
\U000337ca #000337ca
\U00032656 #00032656
拍 #000062cd
𨸾 #00028e3e
𫨼 #0002ba3c
𠲘 #00020c98
\U00015eb7 #00015eb7
\U00038d0e #00038d0e
\U0001c695 #0001c695
\U0003cce7 #0003cce7
𑫏 #00011acf
\U0001dd82 #0001dd82
氢 #00006c22
㦡 #000039a1
丝 #00004e1d
\U00036e74 #00036e74
\U00039d53 #00039d53
𓈥 #00013225
\U000350c2 #000350c2
\U0003925f #0003925f
\ue780 #0000e780
𥘗 #00025617
🞠 #0001f7a0
栏 #0000680f
\U00037cca #00037cca
\U0003df71 #0003df71
电 #00007535
\U0001e0fe #0001e0fe
秼 #000079fc
\U0003a03e #0003a03e
\ueb6c #0000eb6c
𤾱 #00024fb1
𘂧 #000180a7
\U0003aee2 #0003aee2
𢛠 #000226e0
𫝼 #0002b77c
𰳷 #00030cf7
\U0003b891 #0003b891
𥸌 #00025e0c
븳 #0000be33
ꞝ #0000a79d
땵 #0000b575
\U00038e8e #00038e8e
ⵕ #00002d55
⌗ #00002317
褴 #00008934
𤱪 #00024c6a
\U00031db1 #00031db1
\U00032cba #00032cba
‧ #00002027
\U00038355 #00038355
𤻚 #00024eda
◃ #000025c3
躯 #00008eaf
⁄ #00002044
\U00037631 #00037631
𓄰 #00013130
鮪 #00009baa
\ue4d3 #0000e4d3
\U0001956d #0001956d
\U000318fb #000318fb
\U00037714 #00037714
\U0003b309 #0003b309
🪀 #0001fa80
쬋 #0000cb0b
𘍹 #00018379
\U0003ce96 #0003ce96
𧗷 #000275f7
힛 #0000d79b
𘅑 #00018151
𫍷 #0002b377
\U0002f344 #0002f344
\U00033922 #00033922
𥅄 #00025144
𭢍 #0002d88d
\U0001960f #0001960f
\U000166ea #000166ea
戳 #00006233
\U000105af #000105af
긿 #0000ae3f
\U0003a24e #0003a24e
\U000365cb #000365cb
煴 #00007174
ꊙ #0000a299
\U0003a85b #0003a85b
\U0001935d #0001935d
\U0003fa94 #0003fa94
\U000369a5 #000369a5
\U0001ebe7 #0001ebe7
𪋤 #0002a2e4
\U00033161 #00033161
神 #0000fa19
\U0002f5a1 #0002f5a1
侦 #00004fa6
\U000125de #000125de
𬱜 #0002cc5c
会 #00004f1a
𐲞 #00010c9e
䏓 #000043d3
𪙾 #0002a67e
\U0001cb1d #0001cb1d
剈 #00005248
𨘒 #00028612
黑 #00009ed1
㫳 #00003af3
𦰱 #00026c31
╏ #0000254f
\U0003cf59 #0003cf59
\U00036a9b #00036a9b
𘞱 #000187b1
Ⳁ #00002cc0
\U00036ce5 #00036ce5
\U0002ec53 #0002ec53
\U00034451 #00034451
\U00037583 #00037583
뽺 #0000bf7a
𐼲 #00010f32
\U0001b690 #0001b690
\U0001ff31 #0001ff31
𰴿 #00030d3f
煙 #00007159
쁩 #0000c069
鸖 #00009e16
罋 #00007f4b
\U00031528 #00031528
\U000382cb #000382cb
앣 #0000c563
𬘃 #0002c603
𩝹 #00029779
𩯂 #00029bc2
\U00016392 #00016392
\U0003c165 #0003c165
\U00031542 #00031542
\uf4c7 #0000f4c7
\U00019e77 #00019e77
\U0003fe83 #0003fe83
\U00037638 #00037638
\U00012f2c #00012f2c
\U0003d167 #0003d167
牝 #0000725d
轮 #00008f6e
\uf1f6 #0000f1f6
𬳱 #0002ccf1
㾁 #00003f81
쀁 #0000c001
𰠴 #00030834
\U00035be8 #00035be8
\ue1ed #0000e1ed
\ufd91 #0000fd91
🗌 #0001f5cc
𧂺 #000270ba
𠿏 #00020fcf
\U0003e662 #0003e662
\uf685 #0000f685
\U00033034 #00033034
\U0003e3eb #0003e3eb
\U00039350 #00039350
뙎 #0000b64e
\U000164ab #000164ab
\U0001c382 #0001c382
椧 #00006927
𐦇 #00010987
\U0001467f #0001467f
𝅆 #0001d146
\U0001ca4d #0001ca4d
𪞍 #0002a78d
\U00037567 #00037567
𖤿 #0001693f
\U000366d7 #000366d7
\U0003e7ac #0003e7ac
𨮖 #00028b96
醙 #00009199
𪅰 #0002a170
\U00013b86 #00013b86
\U00032bb6 #00032bb6
\U00036919 #00036919
\U0003f75e #0003f75e
\U000394b5 #000394b5
\U00010e1e #00010e1e
\U00036a26 #00036a26
\U00033ccf #00033ccf
𰩞 #00030a5e
褫 #0000892b
𐦳 #000109b3
癍 #0000764d
\U0003eb11 #0003eb11
𰗏 #000305cf
𡹊 #00021e4a
\U0002fdec #0002fdec
多 #0000591a
\U0001c945 #0001c945
缸 #00007f38
𰇚 #000301da
\U00034d3c #00034d3c
盛 #000076db
ȸ #00000238
墙 #00005899
\U0002ffab #0002ffab
𪴫 #0002ad2b
뾾 #0000bfbe
\U0001006f #0001006f
瓊 #000074ca
𣿾 #00023ffe
𩩁 #00029a41
钵 #000094b5
\U0003b248 #0003b248
𘏇 #000183c7
\U00033daa #00033daa
先 #00005148
壦 #000058e6
\U00012817 #00012817
뚤 #0000b6a4
\U0003d888 #0003d888
ꑕ #0000a455
\U0003fa8b #0003fa8b
\U00035379 #00035379
𩜉 #00029709
\uf55c #0000f55c
𤓩 #000244e9
\U00039d8f #00039d8f
\U0003716f #0003716f
ꭇ #0000ab47
\U00019a17 #00019a17
隰 #000096b0
\u098e #0000098e
፳ #00001373
\U000345bf #000345bf
䷀ #00004dc0
俾 #00004ffe
𛋛 #0001b2db
\U0003dc27 #0003dc27
\U0001edd3 #0001edd3
肤 #000080a4
\U00032148 #00032148
\U00031830 #00031830
𩩠 #00029a60
\U0003f602 #0003f602
𘃶 #000180f6
嵏 #00005d4f
\uf4f9 #0000f4f9
𡐑 #00021411
煿 #0000717f
\U000364d2 #000364d2
\U00039cec #00039cec
𰿣 #00030fe3
磻 #000078fb
𪾮 #0002afae
⥜ #0000295c
𪕒 #0002a552
\U0003bb02 #0003bb02
௺ #00000bfa
\U00032099 #00032099
\U0003febd #0003febd
𪤳 #0002a933
\U0001ca32 #0001ca32
\U0003c6e9 #0003c6e9
빠 #0000be60
𘣽 #000188fd
\U000152c0 #000152c0
𘈱 #00018231
\U0003c65e #0003c65e
돺 #0000b3fa
\U00034711 #00034711
䜲 #00004732
\U0003fba0 #0003fba0
\U0003c6f6 #0003c6f6
\U00032639 #00032639
𮣲 #0002e8f2
뼶 #0000bf36
\U00019291 #00019291
𦄂 #00026102
\U00014ca7 #00014ca7
\U00018e2b #00018e2b
ꗗ #0000a5d7
\U00032874 #00032874
𞡣 #0001e863
𧕆 #00027546
𨆌 #0002818c
⠶ #00002836
현 #0000d604
\n #0000000a
𬙇 #0002c647
𨶰 #00028db0
👺 #0001f47a
𠴬 #00020d2c
𠰔 #00020c14
뗍 #0000b5cd
\U00014c10 #00014c10
𬍵 #0002c375
𢨀 #00022a00
掟 #0000639f
\U0003d516 #0003d516
\U0001f1af #0001f1af
\U00014abc #00014abc
𦴎 #00026d0e
𱄋 #0003110b
杰 #00006770
\U0003dd32 #0003dd32
\U0003efe9 #0003efe9
\U0001b547 #0001b547
贘 #00008d18
\U0001b5c2 #0001b5c2
瞺 #000077ba
\U000336cf #000336cf
𦰃 #00026c03
𡄋 #0002110b
④ #00002463
\U000138ee #000138ee
𗵕 #00017d55
햢 #0000d5a2
𮇎 #0002e1ce
鑮 #0000946e
𠋕 #000202d5
\U0003ae46 #0003ae46
\U000337d6 #000337d6
\U0001c842 #0001c842
\U0001a575 #0001a575
\U0003a0d4 #0003a0d4
㴛 #00003d1b
\U0003ffda #0003ffda
ᠣ #00001823
\U0001609b #0001609b
뤜 #0000b91c
黎 #00009ece
\U0001e0c8 #0001e0c8
\U000380ab #000380ab
𦹉 #00026e49
\U0002f582 #0002f582
㞨 #000037a8
𩌶 #00029336
𰦎 #0003098e
ز #00000632
𡪚 #00021a9a
\U0001affe #0001affe
𭩟 #0002da5f
㼎 #00003f0e
왰 #0000c670
祃 #00007943
\U0001276c #0001276c
𤰔 #00024c14
埁 #000057c1
𨸏 #00028e0f
\U00011f30 #00011f30
𬿌 #0002cfcc
\U0001cc47 #0001cc47
맏 #0000b9cf
뮆 #0000bb86
浧 #00006d67
拉 #000062c9
Ἁ #00001f09
𠇉 #000201c9
㫽 #00003afd
𫬔 #0002bb14
쩎 #0000ca4e
𭏾 #0002d3fe
𝘌 #0001d60c
屦 #00005c66
𛄝 #0001b11d
\U00036aee #00036aee
읬 #0000c76c
𰺛 #00030e9b
\U0003a9f7 #0003a9f7
\U00010bbc #00010bbc
\U00035b47 #00035b47
\U0001e461 #0001e461
\U00010dad #00010dad
𰤭 #0003092d
𰇷 #000301f7
𝐰 #0001d430
\U000129eb #000129eb
鸟 #00009e1f
\U00019107 #00019107
𰂻 #000300bb
𦹽 #00026e7d
\U00011e87 #00011e87
\U0001eeca #0001eeca
\U0003d22f #0003d22f
▁ #00002581
\U0001c982 #0001c982
𥈂 #00025202
𩞪 #000297aa
龸 #00009fb8
\U000141d7 #000141d7
𫦼 #0002b9bc
\U00011cff #00011cff
쐕 #0000c415
뉄 #0000b244
顗 #00009857
\uaace #0000aace
\U000140e2 #000140e2
𬷄 #0002cdc4
ꍲ #0000a372
⥖ #00002956
𧫪 #00027aea
\U0003550a #0003550a
⬔ #00002b14
ᄲ #00001132
\U000154ad #000154ad
\U00035cac #00035cac
𤥣 #00024963
𥣩 #000258e9
\U00014391 #00014391
\U0003234d #0003234d
\U0003b3d4 #0003b3d4
\U0001565f #0001565f
\U000137aa #000137aa
\U00035139 #00035139
𗼧 #00017f27
\U0003dbdf #0003dbdf
\U00015cc6 #00015cc6
🍍 #0001f34d
𪎑 #0002a391
𖢦 #000168a6
识 #00008bc6
嘤 #00005624
▹ #000025b9
𗵵 #00017d75
𤻌 #00024ecc
\U00016754 #00016754
\U00031c8e #00031c8e
㴰 #00003d30
繶 #00007e76
随 #0000968f
뛅 #0000b6c5
\U0001399e #0001399e
\U0001bede #0001bede
\U00039bb2 #00039bb2
\U0003db37 #0003db37
\U0001b5f0 #0001b5f0
\U00039cce #00039cce
\U00033ad8 #00033ad8
\U00034f16 #00034f16
𤻣 #00024ee3
𢂶 #000220b6
讨 #00008ba8
\U000342c3 #000342c3
뮁 #0000bb81
\U0003cd80 #0003cd80
\U0003352b #0003352b
𰴨 #00030d28
\U00016bdd #00016bdd
\U0003e61f #0003e61f
𑀿 #0001103f
\U000139f4 #000139f4
𓎄 #00013384
𤃫 #000240eb
𧫳 #00027af3
𰥇 #00030947
\U0001941e #0001941e
𓅑 #00013151
\U0003c7ec #0003c7ec
䘂 #00004602
ø #000000f8
邂 #00009082
\U00016ef5 #00016ef5
\U00037630 #00037630
\U00037c57 #00037c57
\U0003324b #0003324b
\U0001c1a5 #0001c1a5
\U0003c1b0 #0003c1b0
𭘳 #0002d633
\U00016a94 #00016a94
\U0003e9dc #0003e9dc
᪈ #00001a88
𫐐 #0002b410
\U0003a057 #0003a057
\U0002f2d1 #0002f2d1
\ua7d2 #0000a7d2
ﻁ #0000fec1
德 #00005fb7
\U0003b761 #0003b761
\U00014d92 #00014d92
쳖 #0000ccd6
𛊈 #0001b288
𮜫 #0002e72b
ᖠ #000015a0
𘛆 #000186c6
𝀵 #0001d035
𭫈 #0002dac8
𤨆 #00024a06
𑩾 #00011a7e
\U00015f4d #00015f4d
𡔊 #0002150a
\U0003a9c7 #0003a9c7
\U0003e9a4 #0003e9a4
\U0003339f #0003339f
\U0003179b #0003179b
踥 #00008e25
झ #0000091d
\U0003682a #0003682a
\U00039abb #00039abb
\U0003d1a9 #0003d1a9
\U0003d8a0 #0003d8a0
\U0001cf45 #0001cf45
\U00013558 #00013558
𭲽 #0002dcbd
\uf8e4 #0000f8e4
ள #00000bb3
孩 #00005b69
\U000126d3 #000126d3
\uf313 #0000f313
𗝽 #0001777d
𞀪 #0001e02a
\U00036b96 #00036b96
思 #0000601d
𠖭 #000205ad
🢂 #0001f882
䩙 #00004a59
\U0003a168 #0003a168
ώ #00001f7d
𱀃 #00031003
库 #00005e93
\U0003cee7 #0003cee7
➄ #00002784
蚒 #00008692
\U00019702 #00019702
𩱄 #00029c44
\U00016559 #00016559
몫 #0000baab
좺 #0000c8ba
𗊍 #0001728d
ﳪ #0000fcea
\U000142a2 #000142a2
\U000395d6 #000395d6
\U00037d23 #00037d23
置 #00007f6e
\U0003cc2c #0003cc2c
\U00018df3 #00018df3
\U0002edcf #0002edcf
\U00033865 #00033865
𮕀 #0002e540
\U000317a9 #000317a9
尖 #00005c16
\U0002eeb1 #0002eeb1
\U0003a2b0 #0003a2b0
\U0003e7a6 #0003e7a6
𰄔 #00030114
\ued78 #0000ed78
\U00034bd2 #00034bd2
𠰸 #00020c38
𘍠 #00018360
📒 #0001f4d2
檈 #00006a88
\U00036dd6 #00036dd6
ﳛ #0000fcdb
𰮹 #00030bb9
𬀗 #0002c017
\U0003980e #0003980e
\U0003b692 #0003b692
\U0003f335 #0003f335
\U000330cd #000330cd
𗫢 #00017ae2
좾 #0000c8be
⟡ #000027e1
\U0001ccfa #0001ccfa
𪃵 #0002a0f5
\U000147f3 #000147f3
\U00019d96 #00019d96
똂 #0000b602
\U0003144f #0003144f
\U000113fe #000113fe
\U000149c6 #000149c6
𫬌 #0002bb0c
\U00019dc5 #00019dc5
\U0003c115 #0003c115
\U000328a4 #000328a4
𭿚 #0002dfda
\U0002fe66 #0002fe66
\U00038d8f #00038d8f
𩠊 #0002980a
\U000353c8 #000353c8
\U0001491e #0001491e
ꐚ #0000a41a
\U0003bd73 #0003bd73
\U00037bf2 #00037bf2
\U000396e8 #000396e8
𘛋 #000186cb
\U0003922a #0003922a
嫇 #00005ac7
\U0001c4aa #0001c4aa
\U0003f6fe #0003f6fe
𘃨 #000180e8
焽 #0000713d
а #00000430
𪄄 #0002a104
𪧌 #0002a9cc
譱 #00008b71
婡 #00005a61
濫 #00006feb
𤊫 #000242ab
\U00034c66 #00034c66
\U000370c4 #000370c4
\U000338db #000338db
罥 #00007f65
\U000346cd #000346cd
\U000317d4 #000317d4
\uf7fa #0000f7fa
\U0001c87c #0001c87c
😱 #0001f631
칏 #0000ce4f
\U00037211 #00037211
